A simple machine that helps move a flag up a flagpole is,a bar magnet,an inclined plane,a pulley,a lever,C
What type of precipitation occurs when raindrops freeze as they fall?,hail,frost,sleet,snow,C
The brown fur of the arctic hare turns white in winter. How does this color change most likely help the arctic hare?,It helps the animal save water.,It helps the animal hide from predators.,It helps keep the animal cool.,It helps protect the animal from disease.,B
A student mixed baking soda with vinegar and observed that the reaction was endothermic. When is a reaction endothermic?,when it is reversible,when it can be repeated,when it requires heat to make it happen,when energy is released by the process,C
The chemical equation below shows a reaction of copper (Cu) with silver nitrate (AgNO_{3}) yielding silver (Ag) and copper(II) nitrate (Cu(NO_{3})_{2}) Cu + 2AgNO_{3} -> 2Ag + Cu(NO_{3})_{2} Silver and copper(II) nitrate are called the,reactants.,products.,catalysts.,inhibitors.,B
Electricity to play your radio can be made using renewable or nonrenewable resources. Which of the following resources are renewable?,wind and oil,wind and sunlight,natural gas and oil,natural gas and coal,B
The primary function of a doorbell circuit is to convert electrical energy into,sound.,motion.,radiant energy.,chemical energy.,A
A dog gets the energy it needs to run from ___.,the air,the Sun,food,water,C
Wind changes the surface of Earth. Which of these land formations is a result of transportation and deposition by wind?,a delta,a glacier,a sand dune,a mountain peak,C
A researcher observes that an organism placed in a glass container filled with water moves away when a penlight is focused on the container. The researcher concludes that the organism is light sensitive. Which other explanation for the organism's response to the light is most possible?,The organism avoids radio waves.,The organism avoids gamma rays.,The organism moves away from vibrations.,The organism moves away from heat sources.,D
Water at 20°C in an uncovered pan is evaporating very slowly. What could be done to the water to make it evaporate more quickly?,Cover it.,Heat it.,Place it in the dark.,Put salt in it.,B
The smallest part of an element that retains the properties of the element is the,proton.,nucleus.,electron.,atom.,D
Which of the following best describes the number of chromosomes in a normal human liver cell?,23 pairs of chromosomes,46 different types of chromosomes,46 male chromosomes and 46 female chromosomes,23 original chromosomes and 23 duplicate chromosomes,A
Planting legumes in order to add nitrogen to soil most likely causes,a decrease in the amount of acid rain.,an enrichment in the fertility of the soil.,an increase in the ratio of nitrogen to oxygen in the system.,a reduction in the soil's ability to manufacture its own nitrogen.,B
"Air in the atmosphere is heated unevenly by the sun, causing",wind patterns.,cloud formation.,volcanic activity.,water condensation.,A
Perfume sprayed from a bottle spreads more easily in a warm room of 25°C than in a cool room of 15°C. Which of the following correctly compares perfume molecules at 25°C to those at 15°C?,"At 25°C, they have more mass.","At 25°C, they are moving faster.","At 25°C, they have less kinetic energy.","At 25°C, they are decreasing in volume.",B
"Jake's cats eat food from a can. The cats come running into the kitchen when they hear the electric can opener. Now, each time Jake's mother opens a can of corn, the cats come running. This is an example of",learned behavior,correct behavior,instinct,migration,A
A company that makes fences started using a new material instead of wood. The new material will last longer than wood. What is the most likely benefit of the new material?,The new material will keep people safe.,The new material will keep pets contained.,The new material can make a yard attractive.,The new material can save money on replacements.,D
Which mixture can be easily separated by adding water and pouring it through a coffee filter?,sugar and salt,salt and sand,sugar and baking soda,iron filings and sand,B
Which of the following would be most useful for calculating the density of a rock sample?,microscope and balance,graduated cylinder and balance,microscope and graduated cylinder,beaker and graduated cylinder,B
Which object best reflects light?,gray door,white floor,black sweater,brown carpet,B
What is the outermost structure in a plant cell?,cell membrane,cytoplasm,cell wall,chloroplast,C
"A cow and a frog have similar bone structures in their forelimbs. Both have phalanges, radius, ulna, and humerus bones. However, the cow and frog are animals with very different life cycles from each other. Which most likely describes why the body structures of these animals are so similar?",Both have undergone similar mutations.,Both descended from a common ancestor.,Both reacted similarly to environmental pressures.,Both spread out from the same geographical region.,B
A student learns that one year on Mercury is about 88 Earth days. This means it takes 88 Earth days for Mercury to,travel in orbit around its moon.,complete one rotation on its axis.,switch orbits with the nearest planet.,make one complete orbit around the Sun.,D
"Byron is investigating how temperature affects mold growth on bread. Before starting his procedure, Byron states in his journal that he thinks wet bread placed in the refrigerator will grow the most mold. Which term best describes Byron's statement?",conclusion,result,hypothesis,variable,C
Which best explains why a person infected with bacteria may have a fever?,The body is responding to fight off the bacteria.,The body is releasing waste material from the bacteria.,The body is producing hormones to kill the infection.,The body is reducing the blood supply to the infection site.,A
"Jake is testing how light affects plant growth. He grows two plants in identical pots with the same amount of water and fertilizer. Jake grows one of the plants in the sun, and the other in the shade. Which part of Jake's process indicates that there is a control for this investigation?",He is growing plants in identical pots.,He is using the same amount of water.,He is growing one plant out of the sun.,He is using the same amount of fertilizer.,C
The cones of a jack pine tree require great amounts of heat to release their seeds. When are jack pine tree seeds most likely released?,during a flood,after a fire,during a drought,after a disease,B
The body maintains equilibrium through a series of messages called a feedback mechanism. What organ releases hormones that maintain balanced glucose levels?,liver,blood,fat cells,pancreas,D
Which interaction within an ecosystem is characterized by gradual change from one community of organisms to another?,symbiosis,food webs,energy pyramids,succession,D
Which best describes all unicellular organisms?,Every cell is round.,Every cell can make food.,Every cell can move on its own.,Every cell performs all life functions.,D
Many people like to use microwave ovens rather than traditional ovens. The main reason for this is that microwave ovens,take less time to cook food than regular ovens do.,get hotter than regular ovens.,do not leave spattered grease or food on the inside.,cannot overcook food.,A
Lichens are symbiotic organisms made of green algae and fungi. What do the green algae supply to the fungi in this symbiotic relationship?,carbon dioxide,food,protection,water,B
"The Greek philosopher Aristotle described matter with the phrase ""unable to be divided."" The modern concept that grew from Aristotle's idea is the",atom.,proton.,neutron.,electron.,A
"When a thin slice from an onion is viewed through a microscope, lots of little box-like shapes are seen. These shapes are most likely",atoms.,dust.,cells.,bubbles.,C
"When studying planetary data, Jackie found some similarities and differences among the planets that make up the solar system. Which generalization is true about the orbits of the major planets in the solar system?",Planetary orbits have the same plane.,Planetary orbits are mostly elliptical in shape.,Planets orbit at the same speed around the Sun.,Planets orbit in different directions around the Sun.,B
Which statement is a description of weather?,Summers in Tucson are hot and dry.,Winters in Flagstaff are cold and snowy.,The temperature is 55° F in Winslow today.,The Sun will set in Yuma today at 6:45 p.m.,C
Which is a chemical compound?,aluminum,carbonated water,sodium chloride,carbon-14,C
"Thousands of years ago, several species of large mammals existed in North America. These species became extinct not long after the first human settlement of North America. Which human activity most likely contributed to the extinction of these mammals?",hunting,waterway pollution,habitat destruction,competition for resources,A
What is one factor that contributes to seasons occurring in New York State?,the revolution of the Moon around Earth,the tilt of Earth on its axis,the rising and falling of ocean tides,the distance of Earth from the Sun,B
Improvements in geological observation technologies have made it easier for scientists to locate resources in Earth's crust. These technologies have allowed for an increase in availability of which resource?,wind power,solar energy,fossil fuel,tidal energy,C
Why are some rocks smoother and rounder than others?,They have the shapes of the minerals from which they are made.,They were smoothed by the action of wind and water.,They were squeezed up through the soil.,They hardened in rounded pockets of soil.,B
Which of these would best be shown as a 3-D model?,color spectrum,magnetic field,skeletal system,water cycle,C
Which is an example of kinetic energy?,a book sitting on a shelf,a ball rolling down a hill,a runner about to start a race,a window getting hot from the sun,B
Which cell can survive without the help of other cells?,leaf cell,yeast cell,onion cell,muscle cell,B
Pepsin is an enzyme that acts in the stomach for protein digestion. Which of these is most likely the main role of pepsin in this metabolic reaction?,to speed up the rate of reaction,to reduce the loss of energy as heat,to control the direction of the reaction,to protect the reaction from other chemicals,A
Which property of an element is determined by adding the number of protons and number of neutrons?,atomic mass,atomic radius,electrical charge,electrical potential,A
The boiling of water results in a physical change in matter from,solid to liquid.,gas to solid.,solid to gas.,liquid to gas.,D
"Many natural rock formations change color over time. In Utah, for example, iron oxidized and formed red, orange, and yellow rock. Which of the following is the cause of this change?",chemical weathering,mechanical weathering,water erosion,wind erosion,A
Darwin's theory that animal species can change over time was inspired by his research on which set of islands?,the Philippine Islands,the Virgin Islands,the Hawaiian Islands,the Galapagos Islands,D
Which of the following events involves a consumer and producer in a food chain?,A cat eats a mouse.,A deer eats a leaf.,A hawk eats a mouse.,A snake eats a rat.,B
The BEST way to tell the DIFFERENCE between an oak and a maple tree is to compare the,height of both trees.,number of leaves on the trees.,size of the root systems of the trees.,shape of the leaves.,D
Which of the following animals goes through metamorphosis?,alligator,frog,lizard,turtle,B
Which animal eats only plants?,Cat,Dog,Lion,Rabbit,D
Which organ removes cell waste from the blood?,the large intestine,the small intestine,the kidney,the heart,C
Which element is most likely to form an ion with a negative 2 charge?,oxygen,nitrogen,beryllium,magnesium,A
The moon goes through phases as it revolves around Earth. During which phase of the moon would it be possible for a solar eclipse to occur?,new moon,full moon,waning,waxing,A
"The Great Basin in Nevada is characterized by uplifted, tilted blocks forming mountain ranges and downthrown blocks forming basins. What rock type is MOST likely to form in the basins?",metamorphic,sedimentary,intrusive igneous,extrusive igneous,B
Meteorologists categorize hurricanes based on the Saffir-Simpson scale. The scale measures the intensity and destructive potential of hurricanes. Which factor has the most significant effect on the strength of a hurricane?,the initial speed of a hurricane,the direction that the hurricane rotates,the number of hurricanes that form in a year,the temperature of the water below the hurricane,D
An engineer constructs a prototype from wood. Which of the following is the best tool for the engineer to use to make the prototype's surface smooth?,band saw,chisel,drill,sandpaper,D
Which of these is an inherited behavior?,a seal balancing a ball,a dog getting the newspaper,a spider spinning a web,an ape using sign language,C
Sir Isaac Newton determined that white light is made up of all the colors of the rainbow. What did he use to discover this phenomenon?,a prism,a telescope,a microscope,a magnifying glass,A
"Phobos is one of two large objects that orbit the planet Mars. Because Phobos orbits Mars, Phobos should be classified as which type of body?",asteroid,moon,comet,meteor,B
Approximately how long does Earth take to complete its orbit around the Sun?,one day,one month,one year,one century,C
The water in a pond gets colder one night. Which tool is best to observe its temperature change?,balance,magnifying glass,ruler,thermometer,D
A greenhouse is used as a model of the atmosphere. Which of the following cannot be demonstrated by the model?,energy used to evaporate water,changes in greenhouse gases,light energy trapped as heat energy,energy that builds up in the greenhouse air,B
Which of the following is formed when two elements combine chemically?,an atom,a compound,an electron,a mixture,B
How do plants most commonly break large rocks into smaller pieces?,Plant leaves insulate surrounding rocks from extreme temperatures.,Plant roots grow into cracks in rocks.,Seeds from plants fall onto rocks and release acidic compounds.,Stems of plants surround and squeeze rocks.,B
Paula determines a property of a marble using a balance and a graduated cylinder. What property is Paula most likely determining by using both tools?,density,length,mass,volume,A
Which item would a magnet attract?,iron nail,wool cloth,wooden stick,glass marble,A
Which of the following organisms produces energy from sunlight?,worm,rabbit,hawk,grass,D
Which of these lists has only products that come from plants?,"Paper, spices, and fibers","Wool, lumber, and butter","Medicines, leather, and milk","Cotton, rubber, and eggs",A
A scientist combines oxygen and hydrogen to form water. This combination illustrates that water is,an atom.,an element.,a mixture.,a compound.,D
"Mold is often found growing on old bread. In a food chain, mold is a ___.",decomposer,producer,consumer,scavenger,A
Which of these resources will most likely be depleted first?,Wind,Solar energy,Fossil fuels,Water,C
Which sentence about the periodic table of elements is true?,All elements in period 2 are metals.,All elements in group 18 are metals.,Metals are found on the left side of the periodic table.,Metals are found on the right side of the periodic table.,C
What is the main function of scales on a fish?,to protect the fish,to attract predators,to help the fish find food,to help the fish breathe,A
Delilah put a container of water in the freezer and left it there overnight. The next morning she saw that the water in the container had changed to ice. Which of the following statements best explains why the water changed to ice?,The water gained energy.,The water absorbed light.,Mass was released from the water.,Heat was taken away from the water.,D
The features below are all present on Earth. Which feature could also be found on the Moon?,crater,clouds,electrical storms,nitrogen based atmosphere,A
Which characteristic is common to all reptile species?,endothermic (warm-blooded),slimy skin,ectothermic (cold-blooded),hairy skin,C
Early scientists most likely saw a discharge of electricity for the first time when observing a,waterfall,rainbow,lightning storm,volcano erupting,C
A scientist finds the bones of a dinosaur. What could help the scientist determine the approximate age of the dinosaur bones?,the birds living in the area of the bones,the weather conditions in the area of the bones,the kinds of trees living in the area of the bones,the index fossils in the area of the bones,D
Malaria is a common disease in many countries. What is the cause of this disease?,a virus,a bacterium,a fungus,a parasite,D
"Blood is composed of different cell types that transport nutrients and wastes throughout the body. Because of this, blood is classified as",a tissue.,an organ.,a system.,an organism.,A
Which of the following describes a reason why companies irradiate some fruits and vegetables before they are sold to the public?,to improve the flavors by increasing the sugar content,to speed up the ripening of produce picked too early,to partially cook the produce before canning or freezing,to extend the shelf life by killing existing microorganisms,D
Where would animals and plants be most affected by a flood?,low areas,high areas,warm areas,cold areas,A
Which characteristic is inherited rather than learned?,telling a story,saluting the flag,having blue eyes,riding a bicycle,C
The populations of black rhinoceroses have been impacted by human interactions to the point of being endangered. Which interaction best explains why the black rhino is now endangered?,over hunting,water pollution,airborne diseases,increased deforestation,A
Sharpening a pencil and tearing paper are examples of physical changes. Which statement describes why these are physical changes?,There is a change in how the objects are used.,There is a change in the appearance of the objects.,There is a change in the materials from which the objects are made.,There is a change in both the appearance of the objects and the materials from which they are made.,B
Which of these is a nonliving part of a forest?,Tree,Soil,Worm,Mushroom,B
"Evidence suggests that there is a relationship between ancient dinosaurs and modern birds. Through time, each occurrence of a new trait most likely resulted from which of the following?",mutation of genes,hybridization of species,extinction of populations,alteration of the environment,A
A deer inherits some of its features from its parents. Other features come from its environment. Which feature would a deer most likely inherit from its parents?,a long scar,brown eyes,missing teeth,a broken antler,B
"As the human population increases, more fossil fuels are being used. The burning of fossil fuels produces greenhouse gases. How might humans reduce greenhouse gases?",Buy cars that use gasoline.,Build power plants that use coal.,Use renewable resources to generate power.,Use nonrenewable resources to generate power.,C
Dominic placed a caterpillar in a container with different kinds of leaves. Which information should he record to find out what food this caterpillar eats?,the type of leaves the caterpillar has eaten,the amount of time for all the leaves to be eaten,the number of leaves that were put in the container,the number of minutes the caterpillar spends eating,A
All matter is made up of particles called,cells,molecules,atoms,compounds,C
A common characteristic of all living things is that they,breathe air.,walk upright.,are made of cells.,use sunlight for growth.,C
Which environmental stimulus causes leaves on certain trees to change color in autumn?,loss of nutrients in the forest soil,lower air humidity in the forest,changes to amount of light,competition for survival,C
"If two objects are two meters apart, which of these changes will increase the gravitational force between the two objects?",decreasing the mass of one object,decreasing the mass of both objects,moving the objects to one meter apart,moving the objects to three meters apart,C
"Each organ in the digestive system has a specific function. During digestion, food passes from the stomach into the small intestine. Which statement best describes what takes place in the small intestine?",Nutrients are absorbed from the food.,Wastes are prepared to pass out of the body.,Food is churned with acid to break down proteins.,Excess water is reabsorbed into the blood stream.,A
Visible light is which type of wave?,seismic,mechanical,longitudinal,electromagnetic,D
A light-year is a measure of,time.,energy.,distance.,direction.,C
Which describes a specific characteristic necessary for survival in the desert?,conserving water,hiding from predators,hibernating for long periods,producing many offspring,A
One way animals usually respond to a sudden drop in temperature is by,sweating,shivering,blinking,salivating,B
A student pours a clear liquid from a test tube into a beaker with a clear liquid already in it and notices that the mixture turns pink. The student infers the two clear liquids are different. This inference is a result of,class discussion.,previous knowledge.,temperature changes.,student observations.,D
Down feathers are used by many sleeping bag manufacturers because down feathers are,fire resistant.,comfortable padding.,good insulators.,water resistant.,C
"A person named Leonardo da Vinci studied many things including animals, geology, clouds, and flight. His study of birds helped him design the first parachute. Everything he saw made him ask how and why. Which human quality most likely made this person want to study many different things?",duty,wisdom,kindness,curiosity,D
"When igneous rock is changed into metamorphic rock, which form of energy is this process?",heat,chemical,magnetic,light,A
Which two observations are both used to describe weather?,precipitation and runoff,temperature and sky conditions,wind speed and erosion,types of clouds and deposition,B
If soil is permeable,water cannot flow through it.,water easily flows through it.,it contains many minerals.,it contains few minerals.,B
"When a transverse wave passes from right to left through a medium, what happens to the particles of the medium?",Particles travel from right to left along the wave.,Particles travel from left to right along the wave.,Particles move back and forth parallel to the wave.,Particles move back and forth perpendicular to the wave.,D
"Feathers, wings, and the hollow bones of birds are examples of",adaptations for flight,responses to stimuli,unnecessary body parts,reproductive structures,A
The wheels and gears of a machine are greased in order to decrease,potential energy,efficiency,output,friction,D
"A student flips a coin four times. It lands ""heads"" up three times. The student concludes that the coin will land ""heads"" up three times out of four. What will make the conclusion more accurate?",substituting a different coin,flipping the coin twenty more times,taping a weight to one side of the coin,flipping the coin over a smoother surface,B
"In the process of photosynthesis, sunlight is converted into",chemical energy.,nuclear energy.,mechanical energy.,kinetic energy.,A
How do most fish get the oxygen they need to survive?,They take in water and break it down into hydrogen and oxygen.,"Using their gills, they take in oxygen that is dissolved in water.",They get their oxygen from the food they eat.,They come to the surface every few minutes to breathe air into their lungs.,B
Noah studied different systems in the human body. Which best describes a function of veins in the circulatory system?,carrying blood from the body to the heart,supplying nutrients from the intestines to the body,carrying carbon dioxide from the body to the lungs,passing waste materials from the blood to outside the body,A
Newly made proteins are modified in which organelle?,ribosome,endoplasmic reticulum,mitochondrion,nuclear envelop,B
"The fur color of a bear varies with its environment. Polar bears found in the Arctic have white fur, while black bears found in Pennsylvania have dark fur. Which best describes the variation of fur color amongst the bear species?",modified characteristic,ecological succession,structural adaptation,selective breeding,C
Wind can cause erosion that changes the surface of the Earth. Wind erosion can have negative effects on the environment by removing soil and polluting the air during dust storms. Which of the following land forms are created by wind erosion?,arches and faults,sand dunes and arches,meanders and moraines,moraines and sand dunes,B
"Which correctly arranges three scientific terms-theory, law, and hypothesis-from least to most accepted or tested?","theory, hypothesis, law","hypothesis, law, theory","theory, law, hypothesis","hypothesis, theory, law",D
"For many years, people have been curious about the stars. In the past, people have shared what they knew about the stars through stories and drawings. Which pair of tools would be most helpful for people today to gather and share information about stars?",a notebook and a calculator,a telescope and a computer,a calculator and a microscope,a microscope and a telescope,B
Phyllis investigated what happened when she added some different substances to water. Which substance can combine with water to form a solution?,oil,rocks,soil,sugar,D
Which form of energy is needed to change water from a liquid to a gas?,heat,mechanical,chemical,sound,A
Why do satellites and spacecraft launched from Earth need to reach a specific speed to escape Earth's surface?,to overcome Earth's gravitational force,to protect equipment from radiation,to break through the sound barrier,to avoid Earth's magnetic field,A
Which of these mixtures would be easiest to separate?,Fruit salad,Powdered lemonade,Hot chocolate,Instant pudding,A
Researchers are developing new types of crop plants with desirable characteristics such as disease resistance and drought tolerance. Crossing plants so that the next generation will express desirable traits is best described as,selective breeding.,natural selection.,genetic engineering.,gene sequencing.,A
The length of a year is equivalent to the time it takes for one,rotation of Earth,rotation of the Sun,revolution of Earth around the Sun,revolution of the Sun around Earth,C
Which of the following allows a cell to become specialized?,location of the cell in the body,function of the cell in the body,different patterns of gene expression,different combinations of genes in the nucleus,C
"If 1 kg of the compound toluene melts at -95°C, then 500 g of toluene will",melt at -47.5°C.,melt at -95°C.,boil at 95°C.,boil at 47.5°C.,B
Some machines can remove the salt that is in seawater. How does removing salt from seawater most help people?,provides useable drinking water,creates cleaner water for rivers,enables more fish to live in lake water,allows more plants to grow along rivers,A
How does a student best avoid becoming dehydrated during a field investigation on a hot day?,drink water from a bottle,wear a wide-brimmed hat,drink a lot before leaving school,drink from a clear running stream,A
What should a scientist do to help make sure the results of an experiment are unbiased?,Keep the results a secret.,Do the math without a calculator.,Change all of the variables in the experiment.,Ask other scientists to attempt to reproduce the results.,D
Which of the following helps the body to cool down?,shivering,sweating,running a fever,taking deep breaths,B
Which process in the water cycle would be accelerated by an increase in temperature?,runoff,evaporation,precipitation,condensation,B
Fourth graders are planning a roller-skate race. Which surface would be the best for this race?,gravel,sand,blacktop,grass,C
"After a race, a newspaper lists the names of the five fastest runners. Another method that could be used to identify the five fastest runners is to make a chart that shows the",average of the speeds of the runners.,total distance for each runner.,time it took each runner to run the race.,percentage of the runners who finished the race.,C
Which of these makes it possible for hurricanes to form?,water depth,water clarity,water salinity,water temperature,D
Prolonged exercise stimulates muscle cells to absorb sugar from the blood. This mechanism reduces stress placed on the body by signaling the body to produce,insulin.,lipids.,hemoglobin.,hydrochloric acid.,A
What is a large buildup of moving ice and snow called?,drumlin,delta,glacier,moraine,C
Which type of energy in gasoline is transformed into mechanical energy in a motorcycle engine?,chemical,nuclear,magnetic,electrical,A
Students perform an investigation designed to measure the daily growth of a bean plant. Which should the students do every day of this investigation?,record data,form hypothesis,form conclusion,define variables,A
What happens at the boiling point of a substance?,liquid becomes a gas,solid becomes a gas,liquid becomes a solid,solid becomes a liquid,A
Which statement describes all matter?,All matter contains carbon.,All matter contains oxygen.,All matter is made up of cells.,All matter is made up of atoms.,D
Which of the following activities is the best example of instinctive behavior in an animal?,A dog sits when told to sit by its owner.,A bird avoids an insect that has a bad taste.,A newly hatched sea turtle walks toward the ocean.,A chimpanzee uses a stick to pull termites from a tree stump.,C
Many birds fly south for the winter. This adaptation is called,hibernation,germination,migration,communication,C
Which is the greatest impact humans have had on the carbon cycle?,clear-cutting forests,manufacturing plastics,burning fossil fuels,growing agricultural crops,C
A ball is thrown straight up. Which statement best describes the motion of the ball while the ball is at the maximum height?,The speed and acceleration are constant.,"The velocity is zero, and the acceleration is constant.",The speed and acceleration are changing.,"The velocity is zero, and the acceleration is changing.",B
A soccer player kicks a soccer ball across a field. Which factor has the most effect on the distance the soccer ball travels?,the color of the ball,the force of the kick,the length of the field,the temperature of the air,B
"Mitosis occurs in living things when a cell divides to produce two cells. Compared to the original cell, how many chromosomes are in each of the resulting cells?",half as many,the same number,twice as many,an unpredictable number,B
The periodic table of the elements is systematically organized according to the,rate at which the elements chemically react.,hardness of the elements.,structure of the atoms of the elements.,radioactivity of the atoms of the elements.,C
A snail's shell provides the snail with,food.,energy.,protection.,transportation.,C
Which tool would a student use to measure wind speed?,compass,barometer,anemometer,weather vane,C
"In order for boulders to become sediments, the boulders must first be",heated and melted.,weathered and eroded.,recrystallized.,buried.,B
Michelle is interested in improving the quality of the soil in her yard. She wants more water and air to penetrate the soil. What should she add to the soil to help her achieve this goal?,bacteria,fertilizers,pesticides,earthworms,D
The main function of hormones in the human body is to,identify and destroy microbes,regulate body functions,transport blood to cells,store energy,B
Which characteristic is most beneficial for an animal living on a snowy mountain?,thick fur,dark spots,moist skin,webbed feet,A
Which is a process that most likely formed the Appalachian Mountains found in the eastern part of North America?,earthquake,folded rock,plate tectonics,volcanic activity,C
Which force produces energy as heat?,pull,gravity,friction,magnetic,C
A student recorded the amount of rain that fell in one year in his city. What is the best way for him to organize his information?,diagram,graph,journal,map,B
Measurements of carbon dioxide concentrations in the air taken over the past decade have shown a,leveling off.,slow increase.,steady decline.,dramatic increase.,D
Which statement best identifies a living thing that depends on another living thing to survive?,A wolf drinks water.,A moose eats a plant.,A spruce tree grows in soil.,A salmonberry plant absorbs sunlight.,B
What is the correct explanation for why we have day and night on Earth?,The Sun orbits around the Earth.,Earth orbits around the Sun.,Earth turns on its axis.,The Sun turns on its axis.,C
Which ability is the most useful for making observations?,senses,memory,creativity,imagination,A
What is the main function of a plant stem?,to collect pollen from other plants to make seeds,to absorb water and plant nutrients from the soil,to carry food and water to the rest of the plant,to make food for the plant,C
"In humans, the amount of sugar in blood is controlled by the release of a hormone called insulin. This process is an example of",depletion,digestion,regulation,excretion,C
"The nose, mouth, and diaphragm are parts of which body system?",digestive,muscular,circulatory,respiratory,D
"Deforestation in the rainforest can lead to localized extinctions of populations of some organisms. Once an area is deforested, which is most likely to decrease and result in organisms' extinctions?",the amount of annual rainfall,competition between consumers,the energy available to producers,diversity of the resources in the habitat,D
Which of the following would most likely happen if grasses and shrubs were removed from a rural Massachusetts ecosystem?,There would be an increase in consumers in the ecosystem.,There would be an increase of photosynthesis in the ecosystem.,There would be a decrease in food energy produced by the ecosystem.,There would be a decrease of carbon dioxide available to the ecosystem.,C
"Some plants grow only in specific places in the world. Some cacti, for example, grow only in deserts. Which of the following is most important in determining where a plant can grow and survive?",animals,climate,tides,wind,B
Liam lives in the Northern Hemisphere of Earth and plays in the snow in December. His friend lives in the Southern Hemisphere of Earth and plays at the beach in December. What is the best explanation for why this is possible?,tilt of Earth on its axis,rotation of Earth on its axis,revolution of Earth around the Sun,revolution of the Moon around Earth,A
"In order for a glider to fly, its weight must be opposed by",lift.,drag.,gravity.,friction.,A
One process in the formation of sedimentary rocks is when rocks are,compressed by moving plates.,heated and subjected to high pressure.,broken up and deposited in layers.,moved up along fault planes.,C
Which event is most likely to increase the genetic variation in a population of organisms?,improved hunting techniques,greater environmental stress,increased immigration,introduced predators,C
Which of these animals has a young form that looks the most like the adult form?,moth,human,frog,butterfly,B
The flower petals of a hydrangea plant change color as the acidity of the soil changes. The color changes are directly related to which factor?,gravitropism,photosynthesis,geographic location,environmental conditions,D
Which list contains only nonliving things?,"coins, snakes, birds","water, rocks, sunlight","rubber ball, plants, house","soil, fish, air",B
"The Great Ocean Conveyer ocean current system runs north through the Atlantic from the equatorial region. If this current got disrupted, North American and European climates would become",rainier.,colder.,windier.,more humid.,B
Traits are transferred from generation to generation through the,sperm only,egg only,sperm and the egg,testes,C
What role does the centromere play in cellular reproduction?,It is the area where microtubules are formed.,It is the area where the nucleus is during cell division.,It is the area of alignment for the chromosomes.,It is the area of attachment for chromatids.,D
What characteristic of viruses distinguishes them from cells?,They do not have hereditary material.,They are not separated from their environments.,They lack an independent metabolism.,Their traits do not evolve in response to selection pressures.,C
Which property of an object can be described as smooth?,color,odor,size,texture,D
One example of matter is,sound,light,heat,water,D
What can cause a moving object to increase its speed in a forward direction?,a force pushing on the object from the opposite direction,a force that continually acts on the object in the direction the object is moving,an increase in the mass of the object,a decrease in the mass of the object,B
"A female dog is having puppies. She has black fur, brown eyes, and a curly tail. She can sit, bark, and roll over on command. Which set of traits can the female dog's puppies inherit?","brown eyes, black fur","fur, roll over on command","brown eyes, sit on command","bark on command, curly tail",A
Gasoline for cars is produced from fossil fuels. Using gasoline can most likely lead to which environmental problem?,soil erosion,water pollution,wildlife extinction,global warming,D
Earth rotates on its north-south axis. Which statement best describes one complete rotation?,It takes six months and causes summer and winter seasons.,It takes 24 hours and causes night and day.,"It takes 29 days, which represents one cycle of the Moon's phases.","It takes 365 days, which represents one Earth year.",B
What structure surrounds the cell and regulates materials that enter and leave the cell?,nucleus,chloroplast,mitochondrion,cell membrane,D
Sterling silver is a combination of silver and copper. Which of the following is also a combination of two or more metals?,aluminum.,lead.,gold.,brass.,D
Electron transport in mitochondria results in a chemiosmotic gradient of which particle across the mitochondrial membrane?,ADP,ATP,protons,neutrons,C
What part of the scientific method involves measuring the growth of a plant over a one-month period?,analysis,observation,conclusion,hypothesis,B
All living organisms are dependent on plants because plants,produce carbon dioxide,remove oxygen from the air,are producers,are consumers,C
Which is an example of a chemical reaction?,The melting of ice,The grinding of salt crystals to powder,The burning of wood,The evaporation of water from a puddle,C
What is the main source of energy that causes water to evaporate from the surface of Earth?,lightning,sun,gravity,wind,B
"Until recently the Grand Canyon was thought to be about 5-6 million years old. Recently a scientist gathered data and wrote a paper for a scientific journal that indicated the canyon is about 17 million years old. Before this new information about the canyon is accepted, which of these needs to occur?",The scientist needs to publish additional papers.,The scientist needs to obtain government support.,Other scientists need to state their beliefs.,Many scientists need to evaluate the data.,D
Which of these is most likely the cause of a father and son having almost identical-sounding voices?,learned behaviors,environmental conditions,inherited characteristics,instinctive characteristics,C
"Two seismographs are placed 500 km from an active fault line, one on each side of the active fault line. During an earthquake, what most likely accounts for the different readings on the seismographs?",the pull of gravity on the waves,the interaction of light with waves,the differences in the strength of the waves' origins,the different media through which the waves travel,D
"Base your answers on the information below. One hot, summer day it rained very heavily. After the rain, a plastic pan on a picnic table had 2 cm of rainwater in it. Four hours later, all the rainwater in the pan was gone. Which process caused the rainwater in the pan to disappear as it sat outside in the hot air?",condensation,evaporation,precipitation,erosion,B
"Isabel goes jogging for two miles on a sunny afternoon. At the end of her run, she is warmer. As Isabel jogs, which function does the skin perform to help stabilize her body temperature?",Her skin exchanges oxygen and carbon dioxide.,Her skin produces red blood cells.,Her skin releases hormones.,Her skin discharges water.,D
Which of the following keeps the planets in our solar system in orbit around the Sun?,atmospheric pressure,gravitational force,electromagnetic energy,thermal energy,B
What types of cells are found only in organisms that reproduce sexually?,blood cells,neurons,skin cells,gametes,D
Which of the following organisms have the greatest effect on an ecosystem because of the changes they make to their environment?,bees building a hive in a hollow tree,wasps building a nest in a leafy bush,beavers building a dam across a stream,fish digging a burrow on a river bottom,C
