A compass,knows orientation,Tracks People,Cleans,Invented in 1905,A
Which recyclable body part is largely comprised of muscle,the ticker,the spleen,the kidney,the liver,A
Newer hybrid cars will have what effect on the gas usage in the world over time?,less,more,more electric,slower cars,A
friction acts to counter the motion of two objects when their surfaces are what?,converging,separated,in vision,apart,A
If one electrical conductor touches another one what will flow through them both?,zapping power,tea,water,milk,A
People commonly have bad reactions to what they get from a,discount store,lawyer,catalog,pharmacy,D
A koala's home can be destroyed because of,affection,magic,my heart,exploding hot liquid,D
"A person is in the forest, lost. They need to signal to others that they are there, and their voice is gone, so they need to do it inaudibly. The person may signal with",fire,rain,leaves,ducks,A
What is most like a fish?,offspring of frogs,a desk,a diva,a solar system,A
An example of a learned behavior is,catching a frisbee,cows eating grass,having blue eyes,birds growing wings,A
What are made of nerve cells?,bones,sensory system,nervous breakdowns,food,B
"A person is going to freeze on a cold night. The person looks for something to ignite for a source of warmth, and chooses the best option,",live frogs,old stones,dry switches,dry cheese,C
Which celestial object is the shortest distance from earth?,Mars,Moon,Milky Way,Venus,B
Which of the following is true?,lemonade can be heated to form water,lemonade can be cooled to form steam,lemonade can be heated to form steam,water can be cooled to form steam,C
"If you want to bottle your own pop, you should invest in",Andy Warhol paintings,an aluminum mine,blonde dye bottles,a telescope,B
A thing is on fire and afterwards it is,salty,silly,sweet,seared,D
Two rabbits frequently copulate. The result for the rabbits will likely be,broods,snacks,teeth,burrows,A
A deer created a rose garden by,pooping,feelings,time travel,screaming,A
An example of an electromagnet is,running,recorders,grass,rock climbing,B
If an environment experiences harsh climates,plants will continue to flourish,ponds may dry up,tadpoles will mature faster into frogs,animals will experience a boom in reproduction,B
A container with a printed scale on it's side is used to,measure weight,hold flowers,hear through doors,measure volume,D
Bananas spread their chromosomes because of,bats,apples and oranges,snakes,Jamaican singers,A
Producers provide an ecosystem with,glucose,carbon dioxide,water,glucosamine,A
Flashlights require batteries,to make light bright rooms darker,to meet weight requirements,to be used as a weapon,to properly illuminate objects,D
What type of product can be made from the moving winds?,snow,electricity,wood,bananas,B
A forest was turned to mostly charcoal overnight. What happened?,a spaceship took the trees and put charcoal in their place,the trees died of old age,someone was careless with a match,the trees were chopped down,C
If an animal is able to reproduce then,that animal has matured,that animal was impregnated,that animal was in heat,that animal was interested,A
What has a negative impact on photosynthesis?,light,sun,gloom,sun rays,C
"A bear that has great strength, when compared to a bear with little strength, will likely be",sickly,objectively fit,malnourished,in poor health,B
"As the use of alt fuels increases, the use of what will decrease?",reusable fuels used for heating,fuels of the non reuse type power,fish swimming upstream in river,more hydro-electric power altogether,B
The worst place to leave a candy bar is,refrigerator,closet,freezer,sunlight,D
Friction is used to stop what using brakes?,dogs,birds,pickups,car toys,C
Palm trees use the sun to,swim,eat,sleep,run,B
"The stars at night, though bright and glowing merrily, are",distant,close,touchable,near,A
A big cat looks for prey,at 3pm,at 11pm,at 9am,at noon,B
Arctic animals often live on,ice,soil,liquid water,plants,A
When an animal goes into a den during cold weather they probably did this because,they are escaping predators,their ancestors did the same thing,they heard on the news that war was coming,They are getting away from the hot sun,B
red hornets can sting you multiple times with their,poison sack,knife,spears,rears,D
A change on our planet could be,cats eating mice,forests becoming lakes,clouds raining,deer running,B
Which of these are required in addition to a toaster to make toast?,carpet,power plant,television,satellite,B
"Blind people are unable to see what the shapes of things are, but they can still sense it thanks contacting it via their",flying,singing,smiling,hands,D
The mantle is,anger,magic,passion,solid bulk,D
if one electrical conductor contacts another electrical conductor then what will flow through both conductors?,plants,air,wind,zapping power,D
A thing that disperses will,gather things,build things,relocate things,destroy things,C
Which most likely requires the aid of specialized tissues at the ends of stems?,human assisted space travel,the quick growth of bamboo,cats digging with their claws,the slow growth of mammals,B
Two ships grazing each other as they pass will,cause mayhem,sink them,speed them up,slow them down,D
What slows down the transfer of heat?,a wooden wall,the wind,the sun,light rays,A
Which would likely result in a chemical change?,a piece of paper in marbles,a piece of meat submerged in lemon juice,a blade of grass in sand,a piece of cotton in water,B
a reptile that was brown an hour later is now green because,red paint was poured over it,it's green with envy,it's sitting in a leafy shrub and using camouflage,it is feeling nauseous,C
A large crevasse was carved in the western United States over many,glaciers,mountains,rainstorms,years,D
Which of these is lacks molecules?,a speech,a dog,a book,a grape,A
If a person has an unwanted raccoon rifling thru their trash they should,be sure to keep their trashcan tightly closed and secured,leave more scraps out for the raccoon,be sure to put out some water so the raccoon is super healthy,put loose food scraps in the trashcan,A
Decomposer is a kind of role in our,environment,play,home,army,A
"As rabbits in a county die off, foxes will",live longer,boom in population,do the same,eat trees,C
Which likely completes a circuit?,a bird's eye,a dog's paw,a wooden ruler,your phone's keys,D
Why does a turkey thermometer plunger cap come off?,cold uranium ore,expanding air,expanding lead,contracting gas,B
An example of being a predator is,an eagle landing on a branch,a mouse taking shelter in a hole,a wolf having a litter of pups,a bird catching worms in its mouth,D
Bluebirds have a strong sense of what?,Magic,Imagination,Family,Justice,C
"A person wants to play a song out yet lacks an instrument, so they can",think about a piano,hold a paper towel tube,flick a taut rubber band,look at a table,C
Which of the following prolongs combustion?,fire extinguishers,water,smothering,candle wax,D
plant life vessels can be harvested in the ground which will change the,moonlight,surrounding areas habitat,starlight,sunlight,B
"What will, for all intents and purposes, never run out?",gasoline,sunlight,coal,natural gas,B
That which is alive is made of cells such as,rocks,dirt,water,grapes,D
"if a television stayed on for a prolonged period, what kind of energy might be a byproduct?",it will produce hydroponic energy,it will produce warmth,it will produce kinetic energy,it will produce hydro energy,B
A coal miner would is most likely to get,wet,dirty,sunburned,windburned,B
A landslide may bring immense problems to,living regions,time travel,space,Jupiter,A
Which only needs sparse water?,fish,frogs,whales,chuckwallas,D
A stone is weathered into sand in about,a millennia,a week,a day,a fortnight,A
Older plants will most-likely have more leaves than when,they were babies,Seventeen,Hot dogs,botany,A
"If a thing is electrically insulated, then it is","wood inside, metal inside",a random mixture of materials,"metal inside, metal outside","metal inside, other material outside",D
What prohibits cells from contorting into deformed shapes?,helpful viruses help them retain their function,a prison cell wall contains them,the thin membrane which surrounds them,they have a Chilton's manual to guide them,C
"If a thing is tossed and goes uncaught, then it will",reproduce,fall,dissolve,burn,B
"If the pressure alters from a high pressure system, the most likely thing to occur next will be",sunshine,picnics,sprinkling,beaches opening,C
A radio that takes batteries can make that energy into,fire,video,water,sound,D
A year can pass in the time it takes,our globe to circle a heat source,to heat up a hot pocket,to take off your shoes,to wash the dirty dishes,A
the earth revolves around the sun in,a day,a year,a week,a month,B
"A person turns a flashlight on and points it at a cut stone, which results in",flower patterns,varied hues,varied light scents,sizes of elephants,B
Which is a visible example of water vapor,aerial clouds,snow,cigarette clouds,ice,A
A moth that experiences a metamorphosis will change,sex,shape,species,religion,B
A chocolate rabbit melts away from,an icy pond,a freezer,snow,a curling iron,D
Which animal will eat only plants?,snake,fish,slug,deer,D
What is a riverbank made of?,oceans,loam,rivers,dirty clothing,B
Offspring receive genes from their parents via what?,gene therapy,documents,double helix,paperwork,C
A seed is dispersed when it is,inside the original plant,beneath the original plant,away from the original plant,in the original plant,C
You can work longer when,Autumn changes to Winter,spring changes to summer,tree leaves start falling,the first snow starts falling,B
A consumer is unable to produce its own what?,offspring,children,emotions,sustenance,D
the solstice with the longest day happens in the month after,november,may,january,march,B
A quail's life starts after it leaves the,farm,country,calcium housing,earth,C
Stopping the photosynthesis process would require,providing a plant with a oxygen rich environment,placing a plant in total darkness 24/7,watering a plant regularly,putting a plant in a sunny area,B
Death,deducts from population total,leads to phoenix-like rebirth,adds to the population total,leads to population growth,A
A viscous liquid found underground can be made to create something that,feeds your dog,foretells the future,tastes like milk,makes cars move,D
Bees are key to a flowers,procreation,water supply,sun intake,color,A
What gives birth to live young?,tarantulas,wildcats,vultures,anacondas,B
"if a person eats a fruit, it is possible it was once which of these?",none of these,it was a reproduction structure,it was a stone,it was a root,B
"If a river is flowing down the east side of a hill, then the hill",drops at a slow rate,drops sharply right there,drops sharply on the west,is evenly sloped everywhere,B
Which human is more likely to be free of scars,a pro athlete,an active kid,an old man,an unborn boy,D
Teak can be found in,glacier sheets,blue songs,groves,underwater trenches,C
Frogs withstand noisy areas easily when they eat insects because they have,croaking sounds,problems jumping,zero eardrums,slimy skin,C
Peat is an important factor when,Driving a new car,Putting a fresh raspberry seed in soil,Taking the temperature for the day,Having a large breakfast,B
One example of changing an objects shape is,Making glass into a birdhouse,Holding another person's hand,Watching a bird fly,Watching a show on TV,A
"Salamanders may be unable to survive in a hot, dry location lacking food and water, but if it has food and water in an ideal location",it is extinguished,it may flourish,it is financed,it may crash,B
Why are there more deer when there's a lot of rain?,all the dolphins fly south for the winter,more rain means nothing grows,A biblical character took every other animal with him,abundant water means more vegetation,D
"There are fuels that we are soon to run out of, and there are options that are like the sun, in that",they are endlessly available,inexpensive to store at home,free for everyone's use,available to the public,A
Erosion can,Give me a hair cut,Create a beautiful painting,turn a statue to dust,Clean my car windows,C
A large turbine in a field can produce electricity to power devices when,a breeze is floating,a child is crying,a dog is barking,clouds are very thin,A
Deep sea animals like giant squid live,black inky ocean,in water sources,in liquid places,bottom of rivers,A
"Because of human logging activities, some animals have to conserve their",air,water,legs,food,D
"In a zoo, a polar bear exhibit will contain",salt,cacti,strong fans,sand,C
Heating ice,changes it's chemical make-up,will leave a puddle,requires a deep freezer,makes it even colder,B
Things occurring in stoney areas produces all of these:,species of orange bees,places where geese breed,paper towel holding tubes,materials such as talc,D
Plateaus are typically,Where dogs live,frequented by lightening,Have more rivers,Where cats live,B
You are shivering and see flurries; you remember that you are in the Northern Hemisphere. What day is it most likely?,the autumnal equinox,the vernal equinox,the summer solstice,the winter solstice,D
If I am out in the sun all day I should,go naked,drink wine,avoid it occasionally,wear a coat,C
What is an example of playing a musical instrument?,blowing pipes,sleeping,walking,talking,A
"Lightness may be seen reflected more clearly and brighter off of lighter colored objects, so an example would be",a mirror is unable to be dark,phone screens are barely reflective,a lilac door is easily seen,a black door is easily seen,C
a battery converts chemical energy into electrical energy to power a,sponge,rock,stapler,calculator,D
Shedding is when an animal?,gets rid of its winter coat,grows taller,speaks at a higher volume,eats its food,A
Which is most likely to occur?,a female fly lays eggs while it is an adult,a female fly lays eggs while it is a larvae,a male fly lays eggs while it is an adult,a male fly lays eggs while it is a larvae,A
If a liquid disappears then that liquid probably did what?,gasify,condense,melted,solidified,A
"Skidding causes friction, as seen in",rolling a car,riding a rhino,running a track,Nascar races,D
"A person takes a bucket full of water and adds it to a full pool. After adding fifty buckets of water to the pool, it",drains,dries,bloats,sinks,C
Some flowers are unable to get enough sunlight because trees hover over them and do what to it,sing to it,nothing,sell it,intercept it,D
I can see melting occur when,cleaning the bathroom,I bake macaroni,I run around,sewing a dress,B
If someone wants to see the celestial bodies clearly they would use,a freshly printed magazine,a dirty old sneaker,a paper towel tube,a lengthened glass tube,D
Who stalks dragonflies south?,clouds,electricity,kestrels,polar bears,C
"To see how the plant stem works, you place a rose in what?",food dye,Fire,Lava,Metal,A
Where would the amount of water decrease most?,under clear skies,in the clouds,during a storm,indoors,A
"The earth has continents that experience different things at different times, depending on where on Earth's axis it is, such as",cartoons,forests,lunch,Christmas,D
An animal that may like a banana peel is a,bear,raccoon,cat,dog,B
Which would be excluded from a list of objects with metallurgical properties?,iron,bone,gold,steel,B
What is least likely to exchange damage from heat with it's surroundings?,A sheep,a car,A lake,A dead grove,D
"John, who lives in Minnesota, noticed that the time between sunrise and sunset was the shortest it had been for an entire year. The month was most likely to be",July,January,September,April,B
What births live young?,a feathered animal with a beak,a tail having tree dweller,a modern sport utility vehicle,a planet close to the sun,B
"A person has a cup of coffee in a ceramic cup. The coffee inside of the cup has chilled, so to increase the temperature, the person",puts the cup into the refrigerator,uses paper towels to wrap the cup in,sets the cup on an electric dish,makes the cup better by adding ice,C
Which is likeliest to make light pass through the pupil?,the taste of food,the sound of silence,the smell of tree,any kind of tangible object,D
Where does August take place during the winter?,China,Zimbabwe,Canada,Iceland,B
"If a warm potato is left on a steel sink, the potato will",burn,lose heat,get hotter,warm up,B
A dead deer was found partially eaten in a forest. How could it have been caught?,It was caught by appendages on the feet of a feline,A raccoon jumped on the deer's back and killed and ate it,It was caught by a horse's mouth,It was shot by a bear,A
Doing something harmful to a person or animal will make its situation,better,poorer,colorful,eleven,B
A rainy day leaves a lot of moisture in the air and rainbows occur,when light is burned,when light proceeds through,when light is black,when light is dim,B
To make hydropower you need,to burn fossil fuels,to stop or slow moving water,to fill a pool with water,to put up windmills,B
The way that the earth rotates and moves through space can effect how,the stars are viewed in the sky,how the moon phases,the heat of the sun,the plants we are able to eat,A
Who can hear sounds?,boulders,giraffes,rocks,stone statues,B
some humans live in,volcanoes,bombs,constructed environment repellents,leaves,C
A cloud that begins to precipitate onto the ground is,fluttering,laughing,crowing,leaking,D
A woman looking through binoculars is watching something,distant,near,close,beside her,A
"The hotter a liquid gets, the faster",it turns into animals,it transform to gas,it turns into seven,it turns into frogs,B
"In a bog, when water levels become low,",bog animals may be thirsty,bog animals may search longer for nutrients,the bog produces more water,bog predators need more prey,B
Pollution is caused by using what?,chevy rides,car pictures,sunlight,plants,A
Deer are less safe in the woods because wolves,have fur,howl,have claws,have tails,C
chloroplasts are rarely found in,root hair cells,Eukaryotic cells,leaf guard cells,rose petal cells,A
"Thirteen times a year, roughly, the moon",crashes into the Earth,is orbited by the Earth,lights up the Earth,completely rotates the Earth,D
"A person wants to conduct thermal energy through his house, so when deciding on construction materials, he chooses",bits of nickel,a wooden beam,a plastic shelf,a rubber mat,A
A thing which is a producer in the food chain is most likely to be a,squid,clover,mouse,hawk,B
A barracuda will be able to raise its own offspring because,it is troubled,it is hairy,it is hungry,it is alive,D
Which would directly follow the appearance of grey clouds?,UFOs,planes,sleet,tsunami,C
Where is a portable way of creating light most useful?,pitch-black caverns,sunny days,a bright rooms,the sun,A
"The Earth is going to be completing a full rotation. A child notes this, and knows that it means that",a cloud is going to rain,the moon is in the sky,a day has passed on Jupiter,"the sun rose, set and rose again",D
a flood is occurring there was most likely,light hail,clear skies,some leaves,great drops repeating,D
"If a cat has a body temp that is below average, it is in",good health,a good place,danger,safe ranges,C
What is an example of runoff?,A farm being irrigated,Water running from a farm into Lake Huron,Rainwater soaking into the ground,Water condensing to form dew,B
A way that scientists determined whether previously known planets truly are still such is based on whether,they complete rotations,they have atmosphere,they are glowing,they have life,A
A bee is a pollinating,moving alive thing,rock,tree,song,A
This likely relies on a circuit being closed,your iPhone charger,your hair brush,your hat,your shoes,A
"An alien creature is found on earth. Researchers discover that it will eat worms, insects and small rodents, but shuns bananas, leaves and cucumbers. Which of these could be true?",the creature is a carnivore,the creature is a vegan,the creature is something other than an omnivore,the creature loves to eat cucumbers,A
"If the mass of an object increases, what must the volume do for the density to stay the same?",increase,decrease,stay the same,become zero,A
"In order for a species to continue, constant mating is required to",Make TVs,ice cream,make a cake,make babies,D
"Disregarding nuclear holocausts, how many suns will be in the sunset?",2,1,20,42,B
An example of an electric insulator could be,magic,orange juice,tupperware,milk,C
Which organism uses xylem for materials transport?,saguaro cactus,liverwort,green algae,sphagnum moss,A
"When the ground shakes, this will make",the sun shake,a roof shake,an airplane shake,a fish shake,B
What happens after something dies?,chance,rot,luck,magic,B
What is the most accurate statement?,"without global warming, most days would be hotter","without underground water reservoirs, most days would be hotter","without the Sun, most days would be hotter","without the ocean, most days would be hotter",D
"Needing to predict planting and harvesting times and when certain food animals would hibernate, early humans learned repeating weather patterns, star formations and time intervals to realize that",the sky is usually blue at night,most plants take a year to grow,one year consists of 365 days and nights,the sun is still for 12 months a year,C
"A hurricane is growing on the east coast, and it's coming off of the ocean, as they do. By the time the hurricane hits the east coast, it will have built up quite a bit, and this is because of",the salt from the ocean,the ocean being quite wet,seas have humidity from raised temperatures and fluid,the sea being cool and calm,C
if two objects have the same charge then those two materials will effect each other how?,pull together,attract,unattract,bug repellent,C
Loss of resources has a negative impact on what in an area?,weather,sunlight,critters,organism diagrams,C
Where would a hare live?,in the zoo for its safety from sharks,a field for sustenance,space for its low gravity,a desert for its high temperatures,B
The removal of trees may cause damage to ecosystems such as,cities,jungles,fields,oceans,B
Water will become vapor quicker in,Jupiter,Earth,Mercury,Neptune,C
A bean sprout will beautifully boom if given plenty of access to,salted dirt,H2O,sticky napkins,searing heat,B
Feces on the ground is an indicator of a nearby,organic being,fish,plush animal,deceased animal,A
This type of energy resource often results in particulates that are very toxic to breathe:,wood,coal,oil,solar,B
What has a positive net impact on an environment?,placing sapling seeds in the ground,deforesting a dry environment,introducing new species there,tilling the soil of the area,A
What does pencil lead contain?,aluminum,stable carbon,sunlight,mineral water,B
Jays find nutrition in,mulberries,plastic beads,philosophy,metal blue bells,A
Hotter blood is rarely found,in horny toads,in rats,in humans,in bears,A
Which uses a nonrenewable resource?,wind chimes,solar-powered car,a B52 Bomber,a bicycle,C
Splitting and fusing billions of atoms at the same location in space produces,darkness,frigged rain,illumination,groceries,C
A plane travels through what?,gas layers,plains,oceans,time,A
A person wanting to continue to use a man-made box will,throw it in the trash,put it in the garbage,burn it in a fire,find new uses for it,D
A field is tilled and soil is filled with nutrients after years of,bears eroding trees,the flu dissolving,stones being destroyed,corn burning up,C
Which area contains few organisms?,Madagascar,South Pole,Amazon Rain Forest,Sahara Desert,B
Which would likely require completing a circuit to play?,tic tac toe,ping pong,hide and seek,PONG,D
Jamaican natives have a dark skin tone do to,lack of nutrients,camouflage,solar radiation,their diet,C
Where are you most likely to see a healthy amount of pollinating insects?,Where water is plentiful and flowers are everywhere,Where water is plentiful and flowers are few,Where flowers are everywhere and spiders are hungry,Where water is depleted and flowers are everywhere,A
adding a direct flame to container of acid causes a,dormant cycle,lot of nothing,lower temperature,vapor expulsion,D
What do white blood cells allow to stay in the body?,viruses,oxygen,parasites,bacteria,B
"Humans cry when they are born, horses can walk when they are born, and birds can chirp when born because of",TV,learning from mom,instinctive behavior,school,C
Which are likeliest to rely on nonrenewable resources?,windmills,dams,solar panels,cell phones,D
"If an area of land is sloped to the right and a body of water is on that slope, then the river will flow",pollution,to the right,species,to the left,B
What does the earth orbit that causes the seasons to change?,plasma star,venus,saturn,mercury,A
Some birds use their beaks for the same purpose as their,eggs,feathers,feet,wings,C
One renewable fuel source is,vegetable oil,coal,fossil fuel,petroleum fuel,A
Where would a river flow downwards?,at the zoo,on the mountainside,on the prairie,on flat land,B
Near which location would an anteater most likely live?,swamp,anthill,river,bee hive,B
A bee will be able to make a hive of golden liquid if they have access to,tumbleweeds,plastic flowers,products of flowers,painted colors,C
"If a thing is going between liquid and solid, it is likely to",visit a school,be a door,become less heavy,measure consistently,D
Which setup likely refracts light?,a banjo and a flute,two mirrors in unison,a cat in a hat,gems and glowlights arranged precisely,D
"A boy leaves a circuit in the wall open, then when he goes to turn on the lights",it fails,it succeeds,it shines,it works,A
"In order to safely eat meat, you need to do what to it?",boost its temperature,raise its kids,heat its ice,lower its temperature,A
Which animal sometimes needs to move quickly for food?,coyote,horse,deer,buffalo,A
friction is used for stopping a vehicle by,running,singing,smelting,squeezing,D
In what way are valleys formed?,the passage of water in a straight or winding path moving consistently,pools of water filling until a deep lake forms,rain water frequently raining down,high winds blowing rain and hail,A
Magnifying makes it easier to see a,whale,tree,bear,shrimp,D
Whitetail are found in what kind of habitat,the ocean,temperate,arctic,dessert,B
A switch turns something on because:,electrons are made to excite,metal closes the circuit,the engine needs to run,the circuit is opened completely,B
In December in the northern hemisphere you need,short shorts,cooling fans,suntan lotion,mittens,D
A pile of iron will,tug devices for locating directions,give false locations to planes,be a huge distraction,cause ships to crash,A
CO2 is released into the air when sugar eaters,sigh,touch,think,consider,A
"If an object eventually warms, it was exposed to",resistance,salt,moisture,sand,A
if food has lack of immediate use for energy then it will,be discarded immediately,kept for later,left to rot,be thrown up,B
Oil is a source of a material used for an object with,wood planks,cardboard,a large stone,wheels,D
Metamorphosis changes an animal to a form in which it can,communicate with others,eat,reproduce,hunt for food,C
A plant will be able to photosynthesize even better when,it spreads out leaves flat,leaves leaves on fire,it makes leaves curl up,opens leaves inside out,A
A lizard has young,in shells,frozen,alive,in corpses,A
can a kid with a new binoculars see a friend standing in a distance better or worse?,visibility will be improved,visibility will be compromised,difference will be lacking,all of these,A
An electromagnet contains cylindrical what?,plate armor,wind,water,air,A
One component of rock formations in caves is,liberal tears,bat urine,salty ocean water,granite statues,B
"The most common way for a glass to break is when someone is holding it and then drops it, which makes it what to the ground",cries,plunge,Sells,laughs,B
A person with a pet amphibian will likely feed it,meal worms,deer,steak,wax,A
A ceramic dish from the dishwasher will be,dirty,cold,clear,warm,D
On the list of a flower's goals would be to,produce carbon dioxide,deroot and die,produce offspring,remain sterile,C
There will be more rattlesnakes if a rattlesnake has,more scales,more eggs,more venom,more rattles,B
"A lot of people think that volcanoes may only exist in tall mountains that tower above us, but a lot of volcanoes",fall into the oceans,are water leaking volcanoes,erupt into the sea,are found and erupt beneath the water,D
A person may find themselves shading their eyes in the evening if they are driving,from north to east,from west to east,from west to south,from east to west,D
"Compared to a regular swimmer, a scuba diver deals with more",heat,pressure,water,air,B
what affects an organisms acquired characteristics?,the moon,gravity,its immediate surroundings,birthday,C
Veins carry blood which means that they,lack enough fluid to grow,cart essential substances around,are unessential for health,keep the body healthy,B
On what product might you find a reflector?,Xbox,Toyota,Samsung,Apple,B
The motion of a ball's motion when touching a concrete sidewalk will be countered due to,abrasion,lipids,dairy,thinking,A
What is the result of an object reflecting light toward the eye?,Being blurred,Being Seen,Blindness,Glare,B
John was able to read at night even though the electricity had gone out. John was using,a pepperoni and cheese pizza,a heavy maple desk,an item made from a petroleum product with a cord sticking out the top,an old step ladder,C
"A pupa creates cocoons in a stage of the life cycle, and eventually the insect will",adjust,shrink,burn,collect,A
Which of the following would be excluded from a list of ecosystems?,desert,snow,rain forest,tundra,B
You would use a lever to move a,feather,grain of sand,drop of water,safe,D
A person needing to last a long time in an arid space with limited water sources will,drink sparingly,drink frequently,drink greedily,drink liberally,A
A desert environment is,frigid,parched,rainy,tropical,B
Which is likely to occur as leaves fall off the trees and food becomes less plentiful?,a hare grows longer fur,a worm grows longer fur,a worm sings louder,a hare sings louder,A
Which relationship involves inheritance of genetics?,mother-daughter,friend-friend,teacher-student,husband-wife,A
"Animals are just like humans in that if they run out of oxygen, breathing is impossible and",They will perish,they will type.,they will program,they will Laugh,A
Which of the following would likely use a compass to reach their destination?,a taxi driver,a middle-schooler,a dog,a 1700's pirate,D
"as the amount of polluting gasses in the atmosphere increases , what will also increase in the atmosphere?",reflections,humidity,depth,hotness,D
which of these environments would better support photo film development?,a dense forest nook,a lush green meadow,a sparsely populated forest,an open sahara desert,A
Plants brought to the western United States from the eastern United States often die because of,bad planting methods,small spaces,the wrong climate,people kill them,C
"If a bird is avoiding detection by a cat simply by sitting still, it probably is also utilizing",eruptions,merging with background,flames,blending paint,B
"Usually, plants naturally decrease their intake of water in roots and branches to withstand",springtime,rising temperatures,cool breezes,very cold temperatures,D
Which is the correct relationship?,the moon orbits the sun which orbits the Earth,the moon orbits the Earth which orbits the sun,Earth orbits the moon which orbits the Earth,Earth orbits the sun which orbits the moon,B
What drifts above the earth longer?,an iron throne,a rock,a fat crowd-worker,an inflatable toy,D
Driving during a snow storm or strong thunderstorm is a bad idea because bad weather makes it,harder to see,Easier to see,able to fly,glasses,A
A filament that is in a glass container will be this when a switch is flipped to cause glass to glow:,dark,toasty,cold,icy,B
If a climate becomes colder over time,bears that have sparse fur with thrive,bears that develop thin pelts will thrive,bears that carry little fat will thrive,bears that grow heavier pelt will survive,D
"A person lost in a maze will need to find their way out alone, but a person lost in a forest may",rely on television,rely on magnets,rely on spirits,rely on deer,B
People eating meals or snacks containing substances are further processed in the,reproductive system,burgers and fries,gastro tract,ocular department,C
"Compared to an area with farmland, an area with housing developments has more",crops,wilderness,light pollution,animals,C
sugar dissolves in what when they are combined?,dirt,ocean liquid,honey,air,B
A mother births what?,light,elements,younglings,nothing,C
A large elephant is put on a device that can measure how much force is being applied based on its mass amount. That device is:,atomic mass,a weighter,kilograms,a scale,D
Corn would likely provide nutrients to,a rock,a ice,a waterfall,a raven,D
A person seeking out natural resources would start looking,in a closet,in a pond,in a spaceship,in a satellite,B
It's wrong to,pet a dog,cuddle a dog,love a dog,stomp a puppy,D
"If our earth is anything, it is this",alien,nearest to Pluto,frozen solid,mountainous,D
A person is wondering how much the steam from the pot of water that is boiling will measure. They are able to measure it in a definite way by,making the liquid condense outdoors,remembering how big steam clouds are,burning the hot steam,collecting the condensed liquid,D
If a person is navigating then they are most likely,sitting indoors,holding a wheel,reading a book,laying in bed,B
"If a person is dehydrated in a desert without water sources like rivers or ponds, they can hydrate by",cracking open peyote,staring at sand,eating a pebble,licking a rock,A
"A plane takes off from the ground, lights blazing, and flies into the sky. As the plane ascends and travels to its destination,",the lights are brighter,the lights appear duller,the lights are closer,the lights are bigger,B
Water vapor condensing in clouds may cause,people to use umbrellas,dogs to take a nap,rockets to fly to the moon,the earth to spin,A
"Air is blowing a ball equally from east and west, the ball will do what?",Move east,Move west,Move north,Move nowhere,D
A heavy glacier moving across a continent affects what's underneath it by,compaction,salt tectonics,arctic foxes,exfoliation,A
Landslides effect things like,cars,the sun,wind,communities,D
Which of the following actions can make electrical energy brighten your room?,Clap on!,Jumping in place,Turning a doorknob,Rubbing your nose,A
"if two things seemingly come closer together without a person interfering, which of these is likely?",the objects are possessed,the objects could have magnetic properties,the sun is rising,all of these,B
Earthquakes cause rock layers to do what?,crease,evaporate,sink,melt,A
speed is a measure of how fast all these move but,a person waiting,a fish swimming,a dog running,a bird flying,A
What impact does humans changing animals habits have?,inimical,shameful,positive,happy,A
To explore the regions of a super nova you will need,take a picture,to look up,great vision,cylinder with mirrors,D
Matter in the gas phase has,fluctuating volume,turned up volume,turned down volume,steady volume,A
light is unable to shine through what?,wood,water,air,glass,A
Deposition is caused by what?,venus wind,forceful gales,airplanes,eroding mentalities,B
"Opposite the winter solstice, the summer solstice features",longer daylight,less daylight,brighter fires,more darkness,A
Which of these has resonating wood?,a lute,a bell,a metal flute,a saxophone,A
A light is refracted when,it shines at a gem,it shines at a mirror,it reflects off a spoon,it reflects off a car,A
If weather is stormy there is a greater chance of what?,drought,waterfalls,sky water,fire,C
If a tree is cut down what will happen to it?,vitality extinguishing,growth,vigor,life,A
A person can cause a chemical reaction by adding heat to,a rock,a diamond,cake batter,a wall,C
How do bats avoid crashing into trees while flying around at night?,they wander around aimlessly lost,they bounce their screams off of things,they ask someone where to go,they see with their eyes,B
what is the speediest healer?,skin,tongue,toes,heart,B
Which of the following is likely to cause the most erosion?,a babbling brook,a mighty river,a stagnant pond,a light breeze,B
"a tree felling bulldozer goes through a wooded area, leveling it down, what happens to the trees in the ground?",they will become taller,they will grow stronger,they will thrive and rise,they will perish right there,D
Which of the following would push water out of its body to evade an orca?,a squid,a shark,a flounder,a lobster,A
"If a frog is a baby, then it has",zero legs,four legs,two legs,zero parents,A
What kind of substance will get less warm when it touches a cold object?,a dream,ideas,cold,fresh baked poptart,D
A heavier object,requires less force to move,requires minimal effort to move,requires more muscle power to shift,requires a light touch to move,C
Which would likely be the biggest factor in climate change?,bees,glaciers,bicycles,factories,D
How low must be a population of some species drop before it is extinct?,fifteen,ten,to nothing,eighty,C
"After a storm, a glass vial with markings on it can tell",how loud a baby is,how wet an area got,how sad a puppy is,how bad a skunk smells,B
A lever is used to move objects that are,hefty,light,short,round,A
What is a renewable source?,electricity from coal power plants,oils made from whale blubber,energy from the yellow dwarf star closest to us,gasoline made from fossils,C
Increasing the amount of heat can be done by,adding gas to a fire,putting a pot on the stove,covering up with a blanket,moving to a warm climate,A
Where might you find eggs?,forest,space,lava,ocean,A
